beginning,letter,special,anti,kangaroo,"
joey",secondjoey,antijoey,"kangaroodefinition
","joeydefinition
",secondjoeydefinition,antijoeydefinition,,,,
0,R,not-special,no-anti,rotund,round,0,0,"(adj.) (of a person) plump.
(adj.) round or spherical.",(adj.) shaped like or approximately like a circle or cylinder.,0,0,,,,
lastR,R,not-special,no-anti,routine,rut,rote,0,"(noun) a sequence of actions regularly followed; a fixed program.
",(noun) a habit or pattern of behavior that has become dull and unproductive but is hard to change.,(noun) mechanical or habitual repetition of something to be learned.,0,,,,
firstS,S,not-special,no-anti,salvage,save,0,0,"(verb) rescue (a wrecked or disabled ship or its cargo) from loss at sea.
",(verb) keep safe or rescue (someone or something) from harm or danger.,0,0,,,,
0,S,not-special,anti,salvaged,0,0,savaged,(verb) retrieve or preserve (something) from potential loss or adverse circumstances.,0,0,"(verb) subject to a vicious verbal attack; criticize brutally.
",,,,
0,S,not-special,no-anti,satiate,sate,0,0,(adj.) satisfied to the full; satiated.,(verb) satisfy (a desire or an appetite) to the full.,0,0,,,,
0,S,not-special,no-anti,satisfied,sated,0,0,(adj.) contented; pleased.,(verb) satisfy (a desire or an appetite) to the full.,0,0,,,,
0,S,not-special,no-anti,scallywag,scally,0,0,(noun) (informal) a person who behaves badly but in an amusingly mischievous rather than harmful way; a rascal.,(noun) (North England) A jobless yob who has little or no education and is suspected of having committed some type of crime.,0,0,,,,
0,S,not-special,no-anti,scion,son,0,0,"(noun) a young shoot or twig of a plant, especially one cut for grafting or rooting.
(noun) a descendant of a notable family.",(noun) a boy or man in relation to either or both of his parents.,0,0,,,,
0,S,not-special,no-anti,scoundrel,cur,0,0,(noun) a dishonest or unscrupulous person; a rogue.,"(noun) an aggressive dog or one that is in poor condition, especially a mongrel.
(noun) (informal) a contemptible man.",0,0,,,,
0,S,not-special,no-anti,scrub,rub,0,0,"(verb) rub (someone or something) hard so as to clean them, typically with a brush and water.",(verb) move one's hand or a cloth repeatedly back and forth on the surface of (something) with firm pressure.,0,0,,,,
0,S,not-special,no-anti,sculpt,cut,0,0,"(verb) create or represent (something) by carving, casting, or other shaping techniques.","(verb) make an opening, incision, or wound in (something) with sa sharp-edged tool or object.",0,0,,,,
0,S,not-special,no-anti,separated,parted,0,0,(verb) cause to move or be apart.,(verb) (of two things) move away from each other.,0,0,,,,
0,S,not-special,no-anti,sextupled,sextet,0,0,(verb) multiply by six; increase sixfold.,(noun) a group of six people playing music or singing together.,0,0,,,,
0,S,not-special,no-anti,shadowy,shady,0,0,"(adj.) full of shadows.
(adj.) insubstantial; unreal","(adj.) situated in or full of shade.
(informal) of doubtful honesty or legality",0,0,,,,
0,S,not-special,anti,she,0,0,he,"(pronoun) used to refer to a woman, girl, or female animal previously mentioned or easily identified.",0,0,"(pronoun) used to refer to a man, boy, or male animal previously mentioned or easily identified.",,,,
0,S,not-special,no-anti,shushed,hushed,0,0,(verb) tell or signal (someone) to be silent.,"(adj.) having a calm and still silence.
(verb) make (someone) be quiet or stop talking.",0,0,,,,
0,S,not-special,no-anti,shuttering,shutting,0,0,"(noun) wood in planks or strips used as a temporary structure for fencing to contain setting concrete, to support the sides of trenches, etc.
(verb) (North American) close (a business).",(verb) move (something) into position so that it blocks an opening.,0,0,,,,
0,S,not-special,no-anti,signal,sign,0,0,"(noun) a gesture, action, or sound that is used to convey information or instructions, typically by prearrangement between the parties concerned.","(noun) an object, quality, or event whose presence or occurrence indicates the probable presence or occurrence of something else.",0,0,,,,
0,S,not-special,no-anti,slithered,slid,0,0,(verb) move smoothly over a surface with a twisting or oscillating motion.,(verb) move along a smooth surface while maintaining continuous contact with it.,0,0,,,,
0,S,not-special,no-anti,smidgen,smidge,0,0,(noun) a small amount of something.,(noun) (informal) another term for smidgen.,0,0,,,,
0,S,not-special,no-anti,spittle,spit,0,0,"(noun) saliva, especially as ejected from the mouth.","(verb) eject saliva forcibly from one's mouth, sometimes as a gesture of contempt or anger.",0,0,,,,
0,S,not-special,no-anti,splinter,split,0,0,"(noun) a small, thin, sharp piece of wood, glass, or similar material broken off from a larger piece.
(verb) break or cause to break into small sharp fragments","(verb) break or cause to break forcibly into parts, especially into halves or along the grain.",0,0,,,,
0,S,not-special,no-anti,splotch,spot,0,0,"(noun) (informal) a daub, blot, or smear of something, typically a liquid.",(noun) a spot; splotch.,0,0,,,,
0,S,not-special,no-anti,splutter,sputter,0,0,(verb) make a series of short explosive spitting or choking sounds.,"(verb) make a series of soft explosive sounds, typically when being heated or as a symptom of a fault.",0,0,,,,
0,S,not-special,no-anti,sprightly,spry,0,0,(adj.) (especially of an old person) lively; full of energy.,(adj.) (especially of an old person) active; lively.,0,0,,,,
0,S,not-special,no-anti,squashed,quashed,0,0,"(adj.) flat, soft, or out of shape as a result of being crushed or squeezed with force.",(verb) put an end to; suppress.,0,0,,,,
0,S,not-special,no-anti,stealthy,sly,0,0,"(adj.) behaving, done, or made in a cautious and surreptitious manner, so as not to be seen or heard.",(adj.) having or showing a cunning and deceitful nature.,0,0,,,,
0,S,not-special,no-anti,stocking,sock,0,0,"(noun) a women's garment, typically made of translucent nylon or silk, that fits closely over the foot and is held up by garters or an elasticized strip at the upper thigh.","(noun a garment for the foot and lower part of the leg, typically knitted from wool, cotton, or nylon.",0,0,,,,
0,S,not-special,no-anti,strives,tries,0,0,(verb) make great efforts to achieve or obtain something.,(verb) make an attempt or effort to do something.,0,0,,,,
0,S,not-special,no-anti,stumble,tumble,0,0,(verb) trip or momentarily lose one's balance; almost fall.,"(verb) (typically of a person) fall suddenly, clumsily, or headlong.",0,0,,,,
0,S,not-special,no-anti,substandard,bad,0,0,(adj.) below the usual or required standard.,(adj.) of poor quality or a low standard.,0,0,,,,
0,S,not-special,no-anti,subtile,subtle,0,0,"(adj.) subtle, elusive",(adj.) (especially of a change or distinction) so delicate or precise as to be difficult to analyze or describe.,0,0,,,,
0,S,not-special,no-anti,superb,super,0,0,(adj.) excellent.,(adj.) (informal) very good or pleasant; excellent.,0,0,,,,
0,S,not-special,no-anti,superimpose,superpose,0,0,"(verb) place or lay (one thing) over another, typically so that both are still evident.","(verb) place (something) on or above something else, especially so that they coincide.",0,0,,,,
0,S,not-special,no-anti,supervisor,superior,0,0,(noun) a person who supervises a person or an activity.,"(adj.) higher in rank, status, or quality.",0,0,,,,
0,S,not-special,no-anti,supplicant,suppliant,0,0,(noun) one who prays humble to God for help with a problem,(noun) a person making a humble plea to someone in power or authority.,0,0,,,,
0,S,not-special,no-anti,supremacist,racist,0,0,"(noun) an advocate of the supremacy of a particular group, especially one determined by race or sex.","(noun) a person who shows or feels discrimination or prejudice against people of other races, or who believes that a particular race is superior to another.
",0,0,,,,
0,S,not-special,no-anti,surceased,ceased,0,0,(verb) cease.,(verb) bring or come to an end.,0,0,,,,
0,S,not-special,no-anti,surfeited,fed,0,0,(verb) cause (someone) to desire no more of something as a result of having consumed or done it to excess.,"(verb) give food to.
(verb) provide an adequate supply of food for.
",0,0,,,,
lastS,S,not-special,no-anti,sweaty,wet,0,0,"(adj.) exuding, soaked in, or inducing sweat.",(adj.) covered or saturated with water or another liquid.,0,0,,,,
firstT,T,not-special,no-anti,teetotal,total,0,0,(adj.) choosing or characterized by abstinence from alcohol.,(adj.) comprising the whole number or amount.,0,0,,,,
0,T,not-special,no-anti,"ticky-tacky
",tacky,0,0,"(noun) inferior or cheap material, especially as used in suburban building.",(adj.) showing poor taste and quality.,0,0,,,,
0,T,not-special,no-anti,tracked,traced,0,0,"(verb) follow the course or trail of (someone or something), typically in order to find them or note their location at various points.",(verb) find or discover by investigation.,0,0,,,,
0,T,not-special,no-anti,transgression,sin,0,0,"(noun) an act that goes against a law, rule, or code of conduct; an offense.",(noun) an immoral act considered to be a transgression against divine law.,0,0,,,,
0,T,not-special,anti,there,0,0,here,"(adv.) in, at, or to that place or position.","(adv.) in, at, or to this place or position.",0,0,,,,
0,T,not-special,anti,threat,0,0,treat,"(noun) a statement of an intention to inflict pain, injury, damage, or other hostile action on someone in retribution for something done or not done.",(verb) give medical care or attention to; try to heal or cure.,0,0,,,,
0,T,not-special,anti,thoroughly,0,0,roughly,(adv.) in a thorough manner.,"(adv.) in a manner lacking gentleness; harshly or violently.
",0,0,,,,
0,T,not-special,no-anti,truthfully,truly,0,0,(adv.) in a way that expresses the truth; honestly.,(adv.) to the fullest degree; genuinely or properly.,0,0,,,,
lastT,T,not-special,no-anti,trustworthy,trusty,0,0,(adj.) able to be relied on as honest or truthful.,(adj.) having served for a long time and regarded as reliable or faithful.,0,0,,,,
firstU,U,not-special,no-anti,umpteenth,nth,0,0,(number) (informal) used to emphasize that something has happened on many other occasions.,"(adj.) (mathematics) denoting an unspecified member of a series of numbers or enumerated items.
",0,0,,,,
0,U,not-special,no-anti,unanimity,unity,0,0,"(noun) agreement by all people involved; consensus
","(noun) the state of forming a complete and pleasing whole, especially in an artistic context.",0,0,,,,
0,U,not-special,no-anti,underneath,under,0,0,"(preposition) (adverb) situated directly below (something else).
",(preposition) at a lower level than.,0,0,,,,
0,U,not-special,no-anti,unruffianly,unruly,0,0,(adj.) violent and lawless,(adj.) disorderly and disruptive and not amenable to discipline or control.,0,0,,,,
0,U,not-special,no-anti,unsightly,ugly,0,0,(adj.) unpleasant to look at; ugly.,"(adj.) unpleasant or repulsive, especially in appearance.",0,0,,,,
lastU,U,not-special,no-anti,utilising,using,0,0,(verb) make practical and effective use of.,"(verb) take, hold, or deploy (something) as a means of accomplishing a purpose or achieving a result; employ.",0,0,,,,
firstV,V,not-special,no-anti,variegated,varied,0,0,"(adj.) exhibiting different colors, especially as irregular patches or streaks.
",(adj.) incorporating a number of different types or elements; showing variation or variety.,0,0,,,,
lastV,V,not-special,no-anti,veracity,verity,0,0,(noun) conformity to facts; accuracy.,"(noun) a true principle or belief, especially one of fundamental importance.",0,0,,,,
firstW,W,not-special,no-anti,weakening,waning,0,0,"(verb) make or become weaker in power, resolve, or physical strength.","(verb) (especially of a condition or feeling) decrease in vigor, power, or extent; become weaker.
",0,0,,,,
0,W,not-special,no-anti,wealth,weal,0,0,(noun) an abundance of valuable possessions or money.,"(noun) (formal) that which is best for someone or something.
(noun) a red, swollen mark left on flesh by a blow or pressure.",0,0,,,,
lastW,W,not-special,anti,wonderful,0,0,woeful,"(adj.) inspiring delight, pleasure, or admiration; extremely good; marvelous.",0,0,"(adj.) characterized by, expressive of, or causing sorrow or misery.",,,,
firstY,Y,not-special,no-anti,yearning,yen,0,0,(noun) a feeling of intense longing for something.,(informal) a longing or yearning.,0,0,,,,
